episode,reward,length,epsilon,eval_reward
1,25.0,26,0.9872255041891695,
2,25.0,26,0.97461419612156,
3,110.0,111,0.9621639911560292,
4,25.0,26,0.9498728312816747,
5,17.0,18,0.9377386847776452,
6,24.0,25,0.9257595458772995,
7,35.0,36,0.9139334344366536,
8,15.0,16,0.9022583956070648,
9,8.0,9,0.8907324995120958,
10,31.0,32,0.879353840928508,11.6
11,12.0,13,0.8681205389713291,
12,23.0,24,0.8570307367829441,
13,14.0,15,0.8460826012261574,
14,16.0,17,0.8352743225811773,
15,12.0,13,0.8246041142464698,
16,8.0,9,0.8140702124434348,
17,13.0,14,0.8036708759248543,
18,13.0,14,0.7934043856870658,
19,14.0,15,0.7832690446858119,
20,9.0,10,0.7732631775557198,10.1
21,15.0,16,0.7633851303333649,
22,10.0,11,0.753633270183871,
23,9.0,10,0.7440059851310047,
24,11.0,12,0.7345016837907159,
25,13.0,14,0.7251187951080835,
26,20.0,21,0.7158557680976209,
27,10.0,11,0.7067110715868989,
28,15.0,16,0.6976831939634446,
29,23.0,24,0.6887706429248718,
30,13.0,14,0.679971945232205,10.6
31,14.0,15,0.671285646466354,
32,9.0,10,0.6627103107876989,
33,10.0,11,0.6542445206987473,
34,9.0,10,0.6458868768098224,
35,11.0,12,0.6376359976077449,
36,24.0,25,0.6294905192274701,
37,11.0,12,0.6214490952266413,
38,8.0,9,0.6135103963630242,
39,13.0,14,0.6056731103747838,
40,12.0,13,0.5979359417635685,9.1
41,8.0,9,0.5902976115803648,
42,9.0,10,0.5827568572140882,
43,14.0,15,0.5753124321828741,
44,9.0,10,0.5679631059280353,
45,14.0,15,0.5607076636106514,
46,9.0,10,0.5535449059107566,
47,9.0,10,0.5464736488290931,
48,11.0,12,0.5394927234913967,
49,10.0,11,0.5326009759551823,
50,13.0,14,0.5257972670189986,9.0
51,10.0,11,0.5190804720341183,
52,12.0,13,0.5124494807186346,
53,13.0,14,0.5059031969739322,
54,18.0,19,0.4994405387035029,
55,10.0,11,0.4930604376340761,
56,8.0,9,0.48676183913903337,
57,15.0,16,0.48054370206407965,
58,15.0,16,0.4744049985551411,
59,14.0,15,0.46834471388846144,
60,9.0,10,0.4623618463028687,8.3
61,12.0,13,0.45645540683418484,
62,10.0,11,0.4506244191517506,
63,9.0,10,0.4448679193970387,
64,8.0,9,0.43918495602432833,
65,24.0,25,0.4335745896434158,
66,10.0,11,0.4280358928643334,
67,9.0,10,0.4225679501440529,
68,13.0,14,0.41716985763514647,
69,12.0,13,0.41184072303638153,
70,18.0,19,0.4065796654452239,8.1
71,11.0,12,0.40138581521222505,
72,8.0,9,0.3962583137972697,
73,12.0,13,0.3911963136276598,
74,10.0,11,0.3861989779580109,
75,12.0,13,0.3812654807319393,
76,12.0,13,0.3763950064455149,
77,9.0,10,0.37158675001245917,
78,7.0,8,0.3668399166310649,
79,18.0,19,0.36215372165281595,
80,28.0,29,0.3575273904526854,8.7
81,7.0,8,0.3529601583010904,
82,10.0,11,0.34845127023748307,
83,12.0,13,0.3439999809455558,
84,11.0,12,0.33960555463004105,
85,10.0,11,0.33526726489508485,
86,13.0,14,0.330984394624174,
87,10.0,11,0.32675623586159724,
88,28.0,29,0.3225820896954205,
89,14.0,15,0.3184612661419574,
90,11.0,12,0.31439308403171523,8.7
91,8.0,9,0.310376870896798,
92,8.0,9,0.3064119628597482,
93,12.0,13,0.30249770452380803,
94,10.0,11,0.2986334488645828,
95,10.0,11,0.29481855712308835,
96,9.0,10,0.29105239870016436,
97,12.0,13,0.287334351052237,
98,8.0,9,0.2836637995884125,
99,9.0,10,0.28004013756888607,
100,10.0,11,0.276462766004648,8.7
101,10.0,11,0.272931093558471,
102,14.0,15,0.26944453644716293,
103,16.0,17,0.2660025183450675,
104,8.0,9,0.2626044702887981,
105,13.0,14,0.25924983058318846,
106,12.0,13,0.255938044708445,
107,8.0,9,0.25266856522848485,
