episode,reward,length,epsilon,eval_reward
1,42.0,43,0.9931364615391507,
2,40.0,41,0.986320031238505,
3,29.0,30,0.9795503857693935,
4,34.0,35,0.9728272040223255,
5,39.0,40,0.9661501670917577,
6,42.0,43,0.9595189582609674,
7,67.0,68,0.9529332629870292,
8,83.0,84,0.9463927688858951,
9,29.0,30,0.9398971657175771,
10,35.0,36,0.9334461453714312,43.6
11,29.0,30,0.9270394018515429,
12,71.0,72,0.9206766312622121,
13,33.0,34,0.9143575317935387,
14,53.0,54,0.9080818037071066,
15,56.0,57,0.9018491493217654,
16,48.0,49,0.8956592729995112,
17,57.0,58,0.8895118811314627,
18,65.0,66,0.8834066821239345,
19,59.0,60,0.8773433863846055,
20,61.0,62,0.871321706308783,47.3
21,28.0,29,0.8653413562657598,
22,48.0,49,0.8594020525852663,
23,37.0,38,0.8535035135440144,
24,26.0,27,0.847645459352335,
25,26.0,27,0.841827612140906,
26,39.0,40,0.836049695947572,
27,28.0,29,0.8303114367042544,
28,36.0,37,0.8246125622239517,
29,27.0,28,0.8189528021878282,
30,30.0,31,0.8133318881323917,39.3
31,33.0,34,0.8077495534367598,
32,33.0,34,0.8022055333100128,
33,31.0,32,0.7966995647786334,
34,86.0,87,0.7912313866740333,
35,35.0,36,0.785800739620165,
36,29.0,30,0.7804073660212181,
37,31.0,32,0.7750510100494014,
38,30.0,31,0.7697314176328072,
39,31.0,32,0.7644483364433603,
40,38.0,39,0.7592015158848491,38.8
41,28.0,29,0.7539907070810383,
42,53.0,54,0.7488156628638647,
43,46.0,47,0.7436761377617122,
44,30.0,31,0.7385718879877687,
45,44.0,45,0.7335026714284626,
46,30.0,31,0.7284682476319776,
47,38.0,39,0.723468377796848,
48,33.0,34,0.7185028247606311,
49,36.0,37,0.7135713529886576,
50,31.0,32,0.7086737285628597,39.6
51,34.0,35,0.703809719170675,
52,31.0,32,0.6989790940940276,
53,74.0,75,0.6941816241983836,
54,48.0,49,0.6894170819218831,
55,30.0,31,0.6846852412645458,
