episode,reward,length,avg_q,eval_reward
779,94.0,95,0.020246819920648168,
780,27.0,28,0.020145585821044927,
781,12.0,13,0.020044857891939702,
782,145.0,146,0.019944633602480003,
783,17.0,18,0.019844910434467605,
784,26.0,27,0.019745685882295267,
785,40.0,41,0.01964695745288379,
786,102.0,103,0.01954872266561937,
787,31.0,32,0.019450979052291272,
788,99.0,100,0.019353724157029815,
789,99.0,100,0.019256955536244666,
790,70.0,71,0.019160670758563442,
791,142.0,143,0.019064867404770626,
792,37.0,38,0.018969543067746772,
793,106.0,107,0.018874695352408037,
794,32.0,33,0.018780321875645996,
795,31.0,32,0.018686420266267767,
796,109.0,110,0.018592988164936427,
797,140.0,141,0.018500023224111744,
798,92.0,93,0.018407523107991184,
799,108.0,109,0.01831548549245123,
800,92.0,93,0.018223908064988973,
801,55.0,56,0.018132788524664028,
802,15.0,16,0.018042124582040707,
803,105.0,106,0.017951913959130504,
804,135.0,136,0.01786215438933485,
805,123.0,124,0.017772843617388175,
806,202.0,203,0.017683979399301233,
807,104.0,105,0.017595559502304726,
808,146.0,147,0.0175075817047932,
809,146.0,147,0.017420043796269234,
810,14.0,15,0.017332943577287888,
811,87.0,88,0.01724627885940145,
812,144.0,145,0.017160047465104442,
813,146.0,147,0.01707424722777892,
814,90.0,91,0.016988875991640028,
815,16.0,17,0.016903931611681827,
816,14.0,15,0.01681941195362342,
817,40.0,41,0.016735314893855303,
818,29.0,30,0.016651638319386028,
819,102.0,103,0.0165683801277891,
820,23.0,24,0.016485538227150154,
821,181.0,182,0.0164031105360144,
822,86.0,87,0.01632109498333433,
823,27.0,28,0.016239489508417658,
824,123.0,124,0.01615829206087557,
825,11.0,12,0.01607750060057119,
826,33.0,34,0.015997113097568336,
827,195.0,196,0.015917127532080494,
828,118.0,119,0.01583754189442009,
829,61.0,62,0.01575835418494799,
830,118.0,119,0.01567956241402325,
831,27.0,28,0.015601164601953134,
832,78.0,79,0.015523158778943369,
833,75.0,76,0.015445542985048652,
834,45.0,46,0.015368315270123408,
835,11.0,12,0.01529147369377279,
836,69.0,70,0.015215016325303928,
837,97.0,98,0.015138941243677408,
838,22.0,23,0.01506324653745902,
839,26.0,27,0.014987930304771725,
840,101.0,102,0.014912990653247866,
841,144.0,145,0.014838425699981627,
842,156.0,157,0.01476423357148172,
843,88.0,89,0.014690412403624311,
844,176.0,177,0.01461696034160619,
845,49.0,50,0.014543875539898159,
846,36.0,37,0.014471156162198668,
847,82.0,83,0.014398800381387675,
848,17.0,18,0.014326806379480736,
849,22.0,23,0.014255172347583332,
850,86.0,87,0.014183896485845416,
851,29.0,30,0.014112977003416188,
852,100.0,101,0.014042412118399107,
853,37.0,38,0.013972200057807112,
854,145.0,146,0.013902339057518077,
855,53.0,54,0.013832827362230486,
856,48.0,49,0.013763663225419333,
857,89.0,90,0.013694844909292236,
858,9.0,10,0.013626370684745774,
859,13.0,14,0.013558238831322046,
860,99.0,100,0.013490447637165436,
861,162.0,163,0.013422995398979608,
862,181.0,182,0.01335588042198471,
863,12.0,13,0.013289101019874787,
864,138.0,139,0.013222655514775413,
865,99.0,100,0.013156542237201536,
866,92.0,93,0.013090759526015528,
867,12.0,13,0.01302530572838545,
868,87.0,88,0.012960179199743523,
869,30.0,31,0.012895378303744804,
870,100.0,101,0.01283090141222608,
871,20.0,21,0.012766746905164949,
872,38.0,39,0.012702913170639124,
873,21.0,22,0.012639398604785928,
874,88.0,89,0.012576201611761997,
875,189.0,190,0.012513320603703188,
876,157.0,158,0.012450754000684672,
877,129.0,130,0.012388500230681249,
878,18.0,19,0.012326557729527843,
879,87.0,88,0.012264924940880204,
880,152.0,153,0.012203600316175803,
881,151.0,152,0.012142582314594924,
882,19.0,20,0.01208186940302195,
883,161.0,162,0.01202146005600684,
884,94.0,95,0.011961352755726806,
885,12.0,13,0.01190154599194817,
886,62.0,63,0.01184203826198843,
887,64.0,65,0.011782828070678488,
888,86.0,87,0.011723913930325095,
889,20.0,21,0.01166529436067347,
890,24.0,25,0.011606967888870102,
891,10.0,11,0.01154893304942575,
892,18.0,19,0.011491188384178622,
893,72.0,73,0.011433732442257729,
894,122.0,123,0.01137656378004644,
895,45.0,46,0.011319680961146208,
896,104.0,105,0.011263082556340478,
897,149.0,150,0.011206767143558775,
898,112.0,113,0.011150733307840981,
899,21.0,22,0.011094979641301777,
900,10.0,11,0.011039504743095268,
901,91.0,92,0.01098430721937979,
902,44.0,45,0.010929385683282892,
903,50.0,51,0.010874738754866477,
904,142.0,143,0.010820365061092144,
905,115.0,116,0.010766263235786683,
906,80.0,81,0.01071243191960775,
907,79.0,80,0.010658869760009713,
908,10.0,11,0.010605575411209664,
909,15.0,16,0.010552547534153616,
910,154.0,155,0.010499784796482848,
911,19.0,20,0.010447285872500434,
912,110.0,111,0.01039504944313793,
913,139.0,140,0.010343074195922241,
914,27.0,28,0.01029135882494263,
915,20.0,21,0.010239902030817916,
916,20.0,21,0.010188702520663827,
917,23.0,24,0.010137759008060509,
918,151.0,152,0.010087070213020206,
919,85.0,86,0.010036634861955105,
920,80.0,81,0.01,
921,15.0,16,0.01,
922,102.0,103,0.01,
923,138.0,139,0.01,
924,90.0,91,0.01,
925,118.0,119,0.01,
926,23.0,24,0.01,
927,14.0,15,0.01,
928,36.0,37,0.01,
929,40.0,41,0.01,
930,21.0,22,0.01,
931,28.0,29,0.01,
932,156.0,157,0.01,
933,16.0,17,0.01,
934,18.0,19,0.01,
935,85.0,86,0.01,
936,147.0,148,0.01,
937,36.0,37,0.01,
938,93.0,94,0.01,
939,76.0,77,0.01,
940,206.0,207,0.01,
941,88.0,89,0.01,
942,178.0,179,0.01,
943,36.0,37,0.01,
944,100.0,101,0.01,
945,36.0,37,0.01,
946,138.0,139,0.01,
947,97.0,98,0.01,
948,94.0,95,0.01,
949,90.0,91,0.01,
950,23.0,24,0.01,
951,102.0,103,0.01,
952,99.0,100,0.01,
953,43.0,44,0.01,
954,128.0,129,0.01,
955,25.0,26,0.01,
956,128.0,129,0.01,
957,19.0,20,0.01,
958,90.0,91,0.01,
959,142.0,143,0.01,
960,178.0,179,0.01,
961,28.0,29,0.01,
962,110.0,111,0.01,
963,102.0,103,0.01,
964,84.0,85,0.01,
965,40.0,41,0.01,
966,43.0,44,0.01,
967,22.0,23,0.01,
968,104.0,105,0.01,
969,98.0,99,0.01,
970,12.0,13,0.01,
971,148.0,149,0.01,
972,38.0,39,0.01,
973,28.0,29,0.01,
974,36.0,37,0.01,
975,32.0,33,0.01,
976,165.0,166,0.01,
977,19.0,20,0.01,
978,84.0,85,0.01,
979,36.0,37,0.01,
980,80.0,81,0.01,
981,34.0,35,0.01,
982,151.0,152,0.01,
983,26.0,27,0.01,
984,58.0,59,0.01,
985,116.0,117,0.01,
986,12.0,13,0.01,
987,97.0,98,0.01,
988,66.0,67,0.01,
989,29.0,30,0.01,
990,21.0,22,0.01,
991,34.0,35,0.01,
992,88.0,89,0.01,
993,154.0,155,0.01,
994,87.0,88,0.01,
995,133.0,134,0.01,
996,45.0,46,0.01,
997,26.0,27,0.01,
998,167.0,168,0.01,
999,186.0,187,0.01,
1000,89.0,90,0.01,
1001,96.0,97,0.01,
1002,116.0,117,0.01,
1003,145.0,146,0.01,
1004,154.0,155,0.01,
1005,181.0,182,0.01,
1006,98.0,99,0.01,
1007,156.0,157,0.01,
1008,98.0,99,0.01,
1009,32.0,33,0.01,
1010,136.0,137,0.01,
1011,150.0,151,0.01,
1012,16.0,17,0.01,
1013,171.0,172,0.01,
1014,110.0,111,0.01,
1015,46.0,47,0.01,
1016,103.0,104,0.01,
1017,98.0,99,0.01,
1018,184.0,185,0.01,
1019,35.0,36,0.01,
1020,144.0,145,0.01,
1021,140.0,141,0.01,
1022,98.0,99,0.01,
1023,84.0,85,0.01,
1024,37.0,38,0.01,
1025,161.0,162,0.01,
1026,48.0,49,0.01,
1027,53.0,54,0.01,
1028,75.0,76,0.01,
1029,46.0,47,0.01,
1030,123.0,124,0.01,
1031,69.0,70,0.01,
1032,95.0,96,0.01,
1033,30.0,31,0.01,
1034,41.0,42,0.01,
1035,44.0,45,0.01,
1036,88.0,89,0.01,
1037,127.0,128,0.01,
1038,15.0,16,0.01,
1039,63.0,64,0.01,
1040,80.0,81,0.01,
1041,38.0,39,0.01,
1042,168.0,169,0.01,
1043,32.0,33,0.01,
1044,167.0,168,0.01,
1045,114.0,115,0.01,
1046,152.0,153,0.01,
1047,145.0,146,0.01,
1048,17.0,18,0.01,
1049,44.0,45,0.01,
1050,16.0,17,0.01,
1051,82.0,83,0.01,
1052,134.0,135,0.01,
1053,113.0,114,0.01,
1054,107.0,108,0.01,
1055,184.0,185,0.01,
1056,129.0,130,0.01,
1057,18.0,19,0.01,
1058,88.0,89,0.01,
1059,44.0,45,0.01,
1060,103.0,104,0.01,
1061,90.0,91,0.01,
1062,38.0,39,0.01,
1063,33.0,34,0.01,
1064,120.0,121,0.01,
1065,174.0,175,0.01,
1066,82.0,83,0.01,
1067,160.0,161,0.01,
1068,152.0,153,0.01,
1069,89.0,90,0.01,
1070,28.0,29,0.01,
1071,136.0,137,0.01,
1072,19.0,20,0.01,
1073,172.0,173,0.01,
1074,128.0,129,0.01,
1075,111.0,112,0.01,
1076,110.0,111,0.01,
1077,182.0,183,0.01,
1078,30.0,31,0.01,
1079,91.0,92,0.01,
1080,102.0,103,0.01,
1081,108.0,109,0.01,
1082,103.0,104,0.01,
1083,25.0,26,0.01,
1084,220.0,221,0.01,
1085,79.0,80,0.01,
1086,222.0,223,0.01,
1087,100.0,101,0.01,
1088,28.0,29,0.01,
1089,21.0,22,0.01,
1090,93.0,94,0.01,
1091,142.0,143,0.01,
1092,23.0,24,0.01,
1093,109.0,110,0.01,
1094,29.0,30,0.01,
1095,21.0,22,0.01,
1096,165.0,166,0.01,
1097,126.0,127,0.01,
1098,167.0,168,0.01,
1099,37.0,38,0.01,
1100,30.0,31,0.01,
1101,120.0,121,0.01,
1102,25.0,26,0.01,
1103,28.0,29,0.01,
1104,120.0,121,0.01,
1105,83.0,84,0.01,
1106,49.0,50,0.01,
1107,151.0,152,0.01,
1108,61.0,62,0.01,
1109,106.0,107,0.01,
1110,87.0,88,0.01,
1111,29.0,30,0.01,
1112,13.0,14,0.01,
1113,86.0,87,0.01,
1114,94.0,95,0.01,
1115,20.0,21,0.01,
1116,109.0,110,0.01,
1117,46.0,47,0.01,
1118,92.0,93,0.01,
1119,100.0,101,0.01,
1120,59.0,60,0.01,
1121,182.0,183,0.01,
1122,12.0,13,0.01,
1123,58.0,59,0.01,
1124,17.0,18,0.01,
1125,88.0,89,0.01,
1126,10.0,11,0.01,
1127,98.0,99,0.01,
1128,18.0,19,0.01,
1129,10.0,11,0.01,
1130,34.0,35,0.01,
1131,28.0,29,0.01,
1132,88.0,89,0.01,
1133,44.0,45,0.01,
1134,70.0,71,0.01,
1135,100.0,101,0.01,
1136,136.0,137,0.01,
1137,60.0,61,0.01,
1138,32.0,33,0.01,
1139,58.0,59,0.01,
1140,93.0,94,0.01,
1141,82.0,83,0.01,
1142,11.0,12,0.01,
1143,10.0,11,0.01,
1144,156.0,157,0.01,
1145,82.0,83,0.01,
1146,95.0,96,0.01,
1147,35.0,36,0.01,
1148,23.0,24,0.01,
1149,77.0,78,0.01,
1150,48.0,49,0.01,
1151,110.0,111,0.01,
1152,31.0,32,0.01,
1153,32.0,33,0.01,
1154,33.0,34,0.01,
1155,31.0,32,0.01,
1156,274.0,275,0.01,
1157,168.0,169,0.01,
1158,38.0,39,0.01,
1159,36.0,37,0.01,
1160,52.0,53,0.01,
1161,112.0,113,0.01,
1162,102.0,103,0.01,
1163,141.0,142,0.01,
1164,18.0,19,0.01,
1165,36.0,37,0.01,
1166,89.0,90,0.01,
1167,156.0,157,0.01,
1168,11.0,12,0.01,
1169,95.0,96,0.01,
1170,13.0,14,0.01,
1171,32.0,33,0.01,
1172,16.0,17,0.01,
1173,35.0,36,0.01,
1174,115.0,116,0.01,
1175,27.0,28,0.01,
1176,121.0,122,0.01,
1177,9.0,10,0.01,
1178,27.0,28,0.01,
1179,31.0,32,0.01,
1180,166.0,167,0.01,
1181,114.0,115,0.01,
1182,84.0,85,0.01,
1183,37.0,38,0.01,
1184,52.0,53,0.01,
1185,36.0,37,0.01,
1186,59.0,60,0.01,
1187,165.0,166,0.01,
1188,112.0,113,0.01,
1189,54.0,55,0.01,
1190,80.0,81,0.01,
1191,104.0,105,0.01,
1192,195.0,196,0.01,
1193,12.0,13,0.01,
1194,106.0,107,0.01,
1195,69.0,70,0.01,
1196,28.0,29,0.01,
1197,92.0,93,0.01,
1198,22.0,23,0.01,
1199,80.0,81,0.01,
1200,42.0,43,0.01,
1201,131.0,132,0.01,
1202,126.0,127,0.01,
1203,69.0,70,0.01,
1204,23.0,24,0.01,
1205,144.0,145,0.01,
1206,144.0,145,0.01,
1207,107.0,108,0.01,
1208,13.0,14,0.01,
1209,43.0,44,0.01,
1210,100.0,101,0.01,
1211,168.0,169,0.01,
1212,130.0,131,0.01,
1213,39.0,40,0.01,
1214,153.0,154,0.01,
1215,26.0,27,0.01,
1216,101.0,102,0.01,
1217,14.0,15,0.01,
1218,55.0,56,0.01,
1219,180.0,181,0.01,
1220,154.0,155,0.01,
1221,103.0,104,0.01,
1222,128.0,129,0.01,
1223,92.0,93,0.01,
1224,33.0,34,0.01,
1225,87.0,88,0.01,
1226,29.0,30,0.01,
1227,162.0,163,0.01,
1228,144.0,145,0.01,
1229,20.0,21,0.01,
1230,130.0,131,0.01,
1231,96.0,97,0.01,
1232,60.0,61,0.01,
1233,144.0,145,0.01,
1234,28.0,29,0.01,
1235,127.0,128,0.01,
1236,85.0,86,0.01,
1237,150.0,151,0.01,
1238,33.0,34,0.01,
1239,34.0,35,0.01,
1240,139.0,140,0.01,
1241,156.0,157,0.01,
1242,89.0,90,0.01,
1243,46.0,47,0.01,
1244,48.0,49,0.01,
1245,54.0,55,0.01,
1246,40.0,41,0.01,
1247,19.0,20,0.01,
1248,80.0,81,0.01,
1249,17.0,18,0.01,
1250,44.0,45,0.01,
1251,17.0,18,0.01,
1252,38.0,39,0.01,
1253,113.0,114,0.01,
1254,55.0,56,0.01,
1255,131.0,132,0.01,
1256,52.0,53,0.01,
1257,29.0,30,0.01,
1258,33.0,34,0.01,
1259,18.0,19,0.01,
1260,153.0,154,0.01,
1261,19.0,20,0.01,
1262,96.0,97,0.01,
1263,25.0,26,0.01,
1264,170.0,171,0.01,
1265,97.0,98,0.01,
1266,9.0,10,0.01,
1267,28.0,29,0.01,
1268,42.0,43,0.01,
1269,10.0,11,0.01,
1270,37.0,38,0.01,
1271,89.0,90,0.01,
1272,51.0,52,0.01,
1273,174.0,175,0.01,
1274,37.0,38,0.01,
1275,23.0,24,0.01,
1276,143.0,144,0.01,
1277,18.0,19,0.01,
1278,140.0,141,0.01,
1279,15.0,16,0.01,
1280,44.0,45,0.01,
1281,98.0,99,0.01,
1282,116.0,117,0.01,
1283,133.0,134,0.01,
1284,25.0,26,0.01,
1285,94.0,95,0.01,
1286,101.0,102,0.01,
1287,49.0,50,0.01,
1288,29.0,30,0.01,
1289,237.0,238,0.01,
1290,41.0,42,0.01,
1291,90.0,91,0.01,
1292,30.0,31,0.01,
1293,70.0,71,0.01,
1294,124.0,125,0.01,
1295,66.0,67,0.01,
1296,127.0,128,0.01,
1297,77.0,78,0.01,
1298,87.0,88,0.01,
1299,160.0,161,0.01,
1300,152.0,153,0.01,
1301,106.0,107,0.01,
1302,16.0,17,0.01,
1303,137.0,138,0.01,
1304,93.0,94,0.01,
1305,84.0,85,0.01,
1306,96.0,97,0.01,
1307,54.0,55,0.01,
1308,35.0,36,0.01,
1309,124.0,125,0.01,
1310,22.0,23,0.01,
1311,11.0,12,0.01,
1312,45.0,46,0.01,
1313,125.0,126,0.01,
1314,98.0,99,0.01,
1315,78.0,79,0.01,
1316,102.0,103,0.01,
1317,139.0,140,0.01,
1318,59.0,60,0.01,
1319,74.0,75,0.01,
1320,19.0,20,0.01,
1321,44.0,45,0.01,
1322,164.0,165,0.01,
1323,32.0,33,0.01,
1324,25.0,26,0.01,
1325,88.0,89,0.01,
1326,109.0,110,0.01,
1327,87.0,88,0.01,
1328,160.0,161,0.01,
1329,84.0,85,0.01,
1330,118.0,119,0.01,
1331,116.0,117,0.01,
1332,39.0,40,0.01,
1333,106.0,107,0.01,
1334,142.0,143,0.01,
1335,167.0,168,0.01,
1336,155.0,156,0.01,
1337,90.0,91,0.01,
1338,52.0,53,0.01,
1339,33.0,34,0.01,
1340,176.0,177,0.01,
1341,102.0,103,0.01,
1342,78.0,79,0.01,
1343,82.0,83,0.01,
1344,59.0,60,0.01,
1345,169.0,170,0.01,
1346,91.0,92,0.01,
1347,26.0,27,0.01,
1348,91.0,92,0.01,
1349,94.0,95,0.01,
1350,91.0,92,0.01,
1351,20.0,21,0.01,
1352,40.0,41,0.01,
1353,150.0,151,0.01,
1354,112.0,113,0.01,
1355,41.0,42,0.01,
1356,9.0,10,0.01,
1357,150.0,151,0.01,
1358,14.0,15,0.01,
1359,149.0,150,0.01,
1360,162.0,163,0.01,
1361,91.0,92,0.01,
1362,109.0,110,0.01,
1363,103.0,104,0.01,
1364,140.0,141,0.01,
1365,31.0,32,0.01,
1366,66.0,67,0.01,
1367,120.0,121,0.01,
1368,136.0,137,0.01,
1369,27.0,28,0.01,
1370,46.0,47,0.01,
1371,88.0,89,0.01,
1372,33.0,34,0.01,
1373,140.0,141,0.01,
1374,137.0,138,0.01,
1375,45.0,46,0.01,
1376,122.0,123,0.01,
1377,92.0,93,0.01,
1378,33.0,34,0.01,
1379,211.0,212,0.01,
1380,19.0,20,0.01,
1381,138.0,139,0.01,
1382,140.0,141,0.01,
1383,135.0,136,0.01,
1384,39.0,40,0.01,
1385,99.0,100,0.01,
1386,118.0,119,0.01,
1387,178.0,179,0.01,
1388,158.0,159,0.01,
1389,8.0,9,0.01,
1390,17.0,18,0.01,
1391,152.0,153,0.01,
1392,136.0,137,0.01,
1393,51.0,52,0.01,
1394,34.0,35,0.01,
1395,117.0,118,0.01,
1396,54.0,55,0.01,
1397,51.0,52,0.01,
1398,82.0,83,0.01,
1399,163.0,164,0.01,
1400,113.0,114,0.01,
1401,100.0,101,0.01,
1402,24.0,25,0.01,
1403,94.0,95,0.01,
1404,41.0,42,0.01,
1405,17.0,18,0.01,
1406,36.0,37,0.01,
1407,191.0,192,0.01,
1408,156.0,157,0.01,
1409,27.0,28,0.01,
1410,178.0,179,0.01,
1411,102.0,103,0.01,
1412,43.0,44,0.01,
1413,34.0,35,0.01,
1414,22.0,23,0.01,
1415,96.0,97,0.01,
1416,46.0,47,0.01,
1417,31.0,32,0.01,
1418,27.0,28,0.01,
1419,100.0,101,0.01,
1420,152.0,153,0.01,
1421,52.0,53,0.01,
1422,21.0,22,0.01,
1423,26.0,27,0.01,
1424,136.0,137,0.01,
1425,22.0,23,0.01,
1426,97.0,98,0.01,
1427,94.0,95,0.01,
1428,95.0,96,0.01,
1429,10.0,11,0.01,
1430,104.0,105,0.01,
1431,55.0,56,0.01,
1432,106.0,107,0.01,
1433,193.0,194,0.01,
1434,22.0,23,0.01,
1435,111.0,112,0.01,
1436,22.0,23,0.01,
1437,12.0,13,0.01,
1438,29.0,30,0.01,
1439,46.0,47,0.01,
1440,93.0,94,0.01,
1441,164.0,165,0.01,
1442,158.0,159,0.01,
1443,96.0,97,0.01,
1444,23.0,24,0.01,
1445,45.0,46,0.01,
1446,104.0,105,0.01,
1447,61.0,62,0.01,
1448,132.0,133,0.01,
1449,107.0,108,0.01,
1450,145.0,146,0.01,
1451,136.0,137,0.01,
1452,73.0,74,0.01,
1453,50.0,51,0.01,
1454,54.0,55,0.01,
1455,34.0,35,0.01,
1456,109.0,110,0.01,
1457,38.0,39,0.01,
1458,97.0,98,0.01,
1459,19.0,20,0.01,
1460,138.0,139,0.01,
1461,112.0,113,0.01,
1462,95.0,96,0.01,
1463,25.0,26,0.01,
1464,114.0,115,0.01,
1465,108.0,109,0.01,
1466,145.0,146,0.01,
1467,106.0,107,0.01,
1468,110.0,111,0.01,
1469,23.0,24,0.01,
1470,84.0,85,0.01,
1471,14.0,15,0.01,
1472,139.0,140,0.01,
1473,131.0,132,0.01,
1474,24.0,25,0.01,
1475,70.0,71,0.01,
1476,130.0,131,0.01,
1477,22.0,23,0.01,
1478,164.0,165,0.01,
1479,32.0,33,0.01,
1480,38.0,39,0.01,
1481,31.0,32,0.01,
1482,146.0,147,0.01,
1483,37.0,38,0.01,
1484,76.0,77,0.01,
1485,84.0,85,0.01,
1486,126.0,127,0.01,
1487,128.0,129,0.01,
1488,192.0,193,0.01,
1489,121.0,122,0.01,
1490,57.0,58,0.01,
1491,115.0,116,0.01,
1492,86.0,87,0.01,
1493,100.0,101,0.01,
1494,170.0,171,0.01,
1495,38.0,39,0.01,
1496,10.0,11,0.01,
1497,68.0,69,0.01,
1498,149.0,150,0.01,
1499,57.0,58,0.01,
1500,23.0,24,0.01,
1501,101.0,102,0.01,
1502,80.0,81,0.01,
1503,57.0,58,0.01,
1504,30.0,31,0.01,
1505,26.0,27,0.01,
1506,92.0,93,0.01,
1507,133.0,134,0.01,
1508,116.0,117,0.01,
1509,68.0,69,0.01,
1510,50.0,51,0.01,
1511,80.0,81,0.01,
1512,66.0,67,0.01,
1513,140.0,141,0.01,
1514,90.0,91,0.01,
1515,14.0,15,0.01,
1516,33.0,34,0.01,
1517,117.0,118,0.01,
1518,47.0,48,0.01,
1519,96.0,97,0.01,
1520,160.0,161,0.01,
1521,39.0,40,0.01,
1522,143.0,144,0.01,
1523,39.0,40,0.01,
1524,113.0,114,0.01,
1525,41.0,42,0.01,
1526,52.0,53,0.01,
1527,152.0,153,0.01,
1528,37.0,38,0.01,
1529,112.0,113,0.01,
1530,140.0,141,0.01,
1531,24.0,25,0.01,
1532,39.0,40,0.01,
1533,42.0,43,0.01,
1534,16.0,17,0.01,
1535,92.0,93,0.01,
1536,74.0,75,0.01,
1537,26.0,27,0.01,
1538,50.0,51,0.01,
1539,26.0,27,0.01,
1540,112.0,113,0.01,
1541,136.0,137,0.01,
1542,111.0,112,0.01,
1543,163.0,164,0.01,
1544,122.0,123,0.01,
1545,28.0,29,0.01,
1546,132.0,133,0.01,
1547,94.0,95,0.01,
1548,18.0,19,0.01,
1549,85.0,86,0.01,
1550,98.0,99,0.01,
1551,16.0,17,0.01,
1552,29.0,30,0.01,
1553,94.0,95,0.01,
1554,70.0,71,0.01,
1555,116.0,117,0.01,
1556,110.0,111,0.01,
1557,206.0,207,0.01,
1558,32.0,33,0.01,
1559,159.0,160,0.01,
1560,52.0,53,0.01,
1561,12.0,13,0.01,
1562,45.0,46,0.01,
1563,20.0,21,0.01,
1564,97.0,98,0.01,
1565,18.0,19,0.01,
1566,16.0,17,0.01,
1567,25.0,26,0.01,
1568,171.0,172,0.01,
1569,28.0,29,0.01,
1570,27.0,28,0.01,
1571,84.0,85,0.01,
1572,54.0,55,0.01,
1573,59.0,60,0.01,
1574,113.0,114,0.01,
1575,55.0,56,0.01,
1576,26.0,27,0.01,
1577,95.0,96,0.01,
1578,40.0,41,0.01,
1579,113.0,114,0.01,
1580,119.0,120,0.01,
1581,42.0,43,0.01,
1582,41.0,42,0.01,
1583,161.0,162,0.01,
1584,38.0,39,0.01,
1585,52.0,53,0.01,
1586,105.0,106,0.01,
1587,43.0,44,0.01,
1588,24.0,25,0.01,
1589,125.0,126,0.01,
1590,144.0,145,0.01,
1591,79.0,80,0.01,
1592,17.0,18,0.01,
1593,158.0,159,0.01,
1594,114.0,115,0.01,
1595,21.0,22,0.01,
1596,101.0,102,0.01,
1597,93.0,94,0.01,
1598,128.0,129,0.01,
1599,171.0,172,0.01,
1600,84.0,85,0.01,
1601,24.0,25,0.01,
1602,126.0,127,0.01,
1603,82.0,83,0.01,
1604,137.0,138,0.01,
1605,27.0,28,0.01,
1606,27.0,28,0.01,
1607,52.0,53,0.01,
1608,144.0,145,0.01,
1609,20.0,21,0.01,
1610,129.0,130,0.01,
1611,108.0,109,0.01,
1612,33.0,34,0.01,
1613,43.0,44,0.01,
1614,164.0,165,0.01,
1615,25.0,26,0.01,
1616,74.0,75,0.01,
1617,156.0,157,0.01,
1618,34.0,35,0.01,
1619,30.0,31,0.01,
1620,99.0,100,0.01,
1621,97.0,98,0.01,
1622,34.0,35,0.01,
1623,55.0,56,0.01,
1624,174.0,175,0.01,
1625,79.0,80,0.01,
1626,102.0,103,0.01,
1627,40.0,41,0.01,
1628,128.0,129,0.01,
1629,82.0,83,0.01,
1630,8.0,9,0.01,
1631,84.0,85,0.01,
1632,149.0,150,0.01,
1633,44.0,45,0.01,
1634,96.0,97,0.01,
1635,98.0,99,0.01,
1636,149.0,150,0.01,
1637,19.0,20,0.01,
1638,21.0,22,0.01,
1639,106.0,107,0.01,
1640,103.0,104,0.01,
1641,34.0,35,0.01,
1642,142.0,143,0.01,
1643,14.0,15,0.01,
1644,49.0,50,0.01,
1645,36.0,37,0.01,
1646,102.0,103,0.01,
1647,146.0,147,0.01,
1648,66.0,67,0.01,
1649,31.0,32,0.01,
1650,98.0,99,0.01,
1651,26.0,27,0.01,
1652,17.0,18,0.01,
1653,15.0,16,0.01,
1654,50.0,51,0.01,
1655,115.0,116,0.01,
1656,100.0,101,0.01,
1657,170.0,171,0.01,
1658,28.0,29,0.01,
1659,82.0,83,0.01,
1660,33.0,34,0.01,
1661,33.0,34,0.01,
1662,94.0,95,0.01,
1663,99.0,100,0.01,
1664,80.0,81,0.01,
1665,37.0,38,0.01,
1666,56.0,57,0.01,
1667,151.0,152,0.01,
1668,104.0,105,0.01,
1669,35.0,36,0.01,
1670,80.0,81,0.01,
1671,146.0,147,0.01,
1672,42.0,43,0.01,
1673,100.0,101,0.01,
1674,160.0,161,0.01,
1675,100.0,101,0.01,
1676,84.0,85,0.01,
1677,80.0,81,0.01,
1678,89.0,90,0.01,
1679,110.0,111,0.01,
1680,34.0,35,0.01,
1681,84.0,85,0.01,
1682,95.0,96,0.01,
1683,127.0,128,0.01,
1684,134.0,135,0.01,
1685,106.0,107,0.01,
1686,117.0,118,0.01,
1687,29.0,30,0.01,
1688,44.0,45,0.01,
1689,48.0,49,0.01,
1690,19.0,20,0.01,
1691,95.0,96,0.01,
1692,90.0,91,0.01,
1693,19.0,20,0.01,
1694,96.0,97,0.01,
1695,116.0,117,0.01,
1696,45.0,46,0.01,
1697,28.0,29,0.01,
1698,50.0,51,0.01,
1699,82.0,83,0.01,
1700,106.0,107,0.01,
1701,20.0,21,0.01,
1702,113.0,114,0.01,
1703,204.0,205,0.01,
1704,11.0,12,0.01,
1705,84.0,85,0.01,
1706,25.0,26,0.01,
1707,10.0,11,0.01,
1708,140.0,141,0.01,
1709,122.0,123,0.01,
1710,80.0,81,0.01,
1711,41.0,42,0.01,
1712,25.0,26,0.01,
1713,14.0,15,0.01,
1714,112.0,113,0.01,
1715,87.0,88,0.01,
1716,124.0,125,0.01,
1717,16.0,17,0.01,
1718,137.0,138,0.01,
1719,106.0,107,0.01,
1720,48.0,49,0.01,
1721,36.0,37,0.01,
1722,21.0,22,0.01,
1723,9.0,10,0.01,
1724,100.0,101,0.01,
1725,110.0,111,0.01,
1726,36.0,37,0.01,
1727,47.0,48,0.01,
1728,124.0,125,0.01,
1729,146.0,147,0.01,
1730,167.0,168,0.01,
1731,27.0,28,0.01,
1732,79.0,80,0.01,
1733,112.0,113,0.01,
1734,63.0,64,0.01,
1735,80.0,81,0.01,
1736,109.0,110,0.01,
1737,97.0,98,0.01,
1738,97.0,98,0.01,
1739,121.0,122,0.01,
1740,25.0,26,0.01,
1741,32.0,33,0.01,
1742,89.0,90,0.01,
