Episode,Reward,Length
1660,24.0,25
1661,12.0,13
1662,16.0,17
1663,33.0,34
1664,24.0,25
1665,61.0,62
1666,23.0,24
1667,8.0,9
1668,19.0,20
1669,26.0,27
1670,21.0,22
1671,11.0,12
1672,17.0,18
1673,20.0,21
1674,40.0,41
1675,11.0,12
1676,15.0,16
1677,34.0,35
1678,18.0,19
1679,17.0,18
1680,12.0,13
1681,17.0,18
1682,43.0,44
1683,17.0,18
1684,17.0,18
1685,10.0,11
1686,25.0,26
1687,10.0,11
1688,25.0,26
1689,11.0,12
1690,26.0,27
1691,15.0,16
1692,13.0,14
1693,21.0,22
1694,11.0,12
1695,20.0,21
1696,31.0,32
1697,14.0,15
1698,13.0,14
1699,30.0,31
1700,30.0,31
1701,22.0,23
1702,45.0,46
1703,10.0,11
1704,16.0,17
1705,30.0,31
1706,31.0,32
1707,30.0,31
1708,25.0,26
1709,17.0,18
1710,25.0,26
1711,14.0,15
1712,14.0,15
1713,12.0,13
1714,11.0,12
1715,9.0,10
1716,18.0,19
1717,34.0,35
1718,17.0,18
1719,16.0,17
1720,11.0,12
1721,21.0,22
1722,9.0,10
1723,16.0,17
1724,13.0,14
1725,16.0,17
1726,27.0,28
1727,16.0,17
1728,40.0,41
1729,35.0,36
1730,20.0,21
1731,13.0,14
1732,17.0,18
1733,12.0,13
1734,23.0,24
1735,11.0,12
1736,46.0,47
1737,30.0,31
1738,16.0,17
1739,12.0,13
1740,16.0,17
1741,25.0,26
1742,21.0,22
1743,30.0,31
1744,29.0,30
1745,12.0,13
1746,33.0,34
1747,28.0,29
1748,21.0,22
1749,44.0,45
1750,21.0,22
1751,24.0,25
1752,11.0,12
1753,13.0,14
1754,14.0,15
1755,37.0,38
1756,20.0,21
1757,21.0,22
1758,12.0,13
1759,49.0,50
1760,45.0,46
1761,39.0,40
1762,29.0,30
1763,11.0,12
1764,20.0,21
1765,12.0,13
1766,27.0,28
1767,37.0,38
1768,20.0,21
1769,16.0,17
1770,23.0,24
1771,18.0,19
1772,10.0,11
1773,8.0,9
1774,63.0,64
1775,25.0,26
1776,11.0,12
1777,25.0,26
1778,23.0,24
1779,25.0,26
1780,18.0,19
1781,28.0,29
1782,31.0,32
1783,26.0,27
1784,10.0,11
1785,12.0,13
1786,26.0,27
1787,14.0,15
1788,17.0,18
1789,21.0,22
1790,14.0,15
1791,40.0,41
1792,26.0,27
1793,10.0,11
1794,53.0,54
1795,37.0,38
1796,18.0,19
1797,19.0,20
1798,17.0,18
1799,15.0,16
1800,42.0,43
1801,16.0,17
1802,29.0,30
1803,13.0,14
1804,33.0,34
1805,30.0,31
1806,9.0,10
1807,20.0,21
1808,27.0,28
1809,15.0,16
1810,44.0,45
1811,18.0,19
1812,25.0,26
1813,22.0,23
1814,14.0,15
1815,18.0,19
1816,35.0,36
1817,57.0,58
1818,12.0,13
1819,11.0,12
1820,21.0,22
1821,14.0,15
1822,22.0,23
1823,9.0,10
1824,23.0,24
1825,97.0,98
1826,17.0,18
1827,15.0,16
1828,18.0,19
1829,13.0,14
1830,27.0,28
1831,23.0,24
1832,14.0,15
1833,30.0,31
1834,16.0,17
1835,17.0,18
1836,28.0,29
1837,11.0,12
1838,24.0,25
1839,15.0,16
1840,25.0,26
1841,8.0,9
1842,35.0,36
1843,13.0,14
1844,29.0,30
1845,25.0,26
1846,10.0,11
1847,29.0,30
1848,15.0,16
1849,31.0,32
1850,13.0,14
1851,20.0,21
1852,52.0,53
1853,16.0,17
1854,16.0,17
1855,10.0,11
1856,22.0,23
1857,16.0,17
1858,15.0,16
1859,13.0,14
1860,17.0,18
1861,13.0,14
1862,10.0,11
1863,38.0,39
1864,26.0,27
1865,10.0,11
1866,17.0,18
1867,41.0,42
1868,15.0,16
1869,37.0,38
1870,22.0,23
1871,10.0,11
1872,21.0,22
1873,28.0,29
1874,16.0,17
1875,17.0,18
1876,16.0,17
1877,16.0,17
1878,50.0,51
1879,21.0,22
1880,9.0,10
1881,32.0,33
1882,40.0,41
1883,11.0,12
1884,35.0,36
1885,16.0,17
1886,45.0,46
1887,29.0,30
1888,15.0,16
1889,27.0,28
1890,34.0,35
1891,10.0,11
1892,20.0,21
1893,10.0,11
1894,16.0,17
1895,14.0,15
1896,17.0,18
1897,25.0,26
1898,24.0,25
1899,8.0,9
1900,17.0,18
1901,11.0,12
1902,40.0,41
1903,10.0,11
1904,22.0,23
1905,19.0,20
1906,18.0,19
1907,16.0,17
1908,9.0,10
1909,14.0,15
1910,8.0,9
1911,15.0,16
1912,11.0,12
1913,22.0,23
1914,25.0,26
1915,19.0,20
1916,22.0,23
1917,21.0,22
1918,26.0,27
1919,27.0,28
1920,39.0,40
1921,12.0,13
1922,13.0,14
1923,36.0,37
1924,15.0,16
1925,9.0,10
1926,16.0,17
1927,13.0,14
1928,46.0,47
1929,23.0,24
1930,24.0,25
1931,14.0,15
1932,14.0,15
1933,22.0,23
1934,28.0,29
1935,12.0,13
1936,17.0,18
1937,11.0,12
1938,11.0,12
1939,18.0,19
1940,16.0,17
1941,16.0,17
1942,14.0,15
1943,11.0,12
1944,14.0,15
1945,8.0,9
1946,14.0,15
1947,10.0,11
1948,52.0,53
1949,11.0,12
1950,10.0,11
1951,38.0,39
1952,9.0,10
1953,14.0,15
1954,18.0,19
1955,15.0,16
1956,15.0,16
1957,30.0,31
1958,29.0,30
1959,24.0,25
1960,22.0,23
1961,42.0,43
1962,36.0,37
1963,54.0,55
1964,12.0,13
1965,52.0,53
1966,21.0,22
1967,21.0,22
1968,10.0,11
1969,34.0,35
1970,13.0,14
1971,47.0,48
1972,40.0,41
1973,9.0,10
1974,47.0,48
1975,12.0,13
1976,22.0,23
1977,38.0,39
1978,13.0,14
1979,56.0,57
1980,15.0,16
1981,70.0,71
1982,43.0,44
1983,25.0,26
1984,14.0,15
1985,74.0,75
1986,14.0,15
1987,12.0,13
1988,12.0,13
1989,18.0,19
1990,46.0,47
1991,45.0,46
1992,17.0,18
1993,17.0,18
1994,39.0,40
1995,20.0,21
1996,15.0,16
1997,26.0,27
1998,59.0,60
1999,20.0,21
2000,19.0,20
