Episode,Reward,Length
1660,500.0,233
1661,500.0,226
1662,500.0,226
1663,202.0,232
1664,193.0,258
1665,175.0,249
1666,500.0,283
1667,18.0,276
1668,15.0,287
1669,500.0,303
1670,35.0,330
1671,28.0,337
1672,28.0,468
1673,500.0,447
1674,500.0,501
1675,500.0,501
1676,500.0,501
1677,500.0,82
1678,500.0,501
1679,500.0,501
1680,500.0,501
1681,500.0,501
1682,453.0,501
1683,453.0,501
1684,148.0,159
1685,499.0,159
1686,26.0,501
1687,21.0,145
1688,29.0,501
1689,31.0,501
1690,26.0,501
1691,96.0,501
1692,500.0,501
1693,500.0,501
1694,500.0,501
1695,500.0,36
1696,500.0,14
1697,500.0,501
1698,500.0,216
1699,500.0,88
1700,348.0,501
1701,249.0,319
1702,217.0,114
1703,173.0,247
1704,200.0,276
1705,200.0,192
1706,176.0,160
1707,163.0,134
1708,168.0,109
1709,155.0,169
1710,153.0,141
1711,155.0,129
1712,147.0,171
1713,156.0,148
1714,142.0,148
1715,153.0,145
1716,153.0,156
1717,135.0,108
1718,133.0,148
1719,143.0,156
1720,134.0,501
1721,131.0,170
1722,131.0,153
1723,124.0,501
1724,141.0,501
1725,134.0,184
1726,127.0,501
1727,127.0,232
1728,134.0,143
1729,136.0,412
1730,123.0,159
1731,135.0,158
1732,124.0,161
1733,130.0,269
1734,123.0,231
1735,121.0,164
1736,144.0,213
1737,114.0,263
1738,114.0,117
1739,123.0,140
1740,147.0,121
1741,143.0,131
1742,150.0,127
1743,128.0,104
1744,133.0,15
1745,138.0,106
1746,121.0,107
1747,129.0,104
1748,142.0,105
1749,142.0,103
1750,120.0,105
1751,130.0,109
1752,150.0,110
1753,115.0,108
1754,121.0,119
1755,122.0,111
1756,118.0,108
1757,131.0,111
1758,122.0,95
1759,124.0,103
1760,124.0,96
1761,122.0,105
1762,134.0,113
1763,131.0,100
1764,126.0,109
1765,12.0,105
1766,122.0,101
1767,184.0,101
1768,162.0,105
1769,144.0,101
1770,139.0,97
1771,139.0,111
1772,145.0,96
1773,28.0,100
1774,16.0,97
1775,12.0,102
1776,17.0,91
1777,155.0,95
1778,154.0,100
1779,131.0,95
1780,142.0,94
1781,148.0,91
1782,148.0,95
1783,131.0,66
1784,137.0,103
1785,143.0,99
1786,133.0,89
1787,137.0,93
1788,139.0,90
1789,134.0,95
1790,146.0,91
1791,124.0,96
1792,129.0,93
1793,129.0,51
1794,126.0,98
1795,128.0,94
1796,128.0,52
1797,116.0,49
1798,127.0,61
1799,125.0,116
1800,122.0,57
1801,125.0,143
1802,133.0,116
1803,137.0,29
1804,137.0,46
1805,130.0,31
1806,158.0,64
1807,130.0,27
1808,137.0,38
1809,132.0,42
1810,148.0,95
1811,152.0,23
1812,145.0,20
1813,152.0,17
1814,150.0,16
1815,150.0,31
1816,148.0,23
1817,172.0,21
1818,201.0,120
1819,231.0,125
1820,210.0,124
1821,223.0,113
1822,231.0,121
1823,206.0,110
1824,229.0,110
1825,231.0,111
1826,231.0,114
1827,224.0,108
1828,224.0,104
1829,230.0,101
1830,256.0,105
1831,247.0,100
1832,281.0,97
1833,274.0,100
1834,285.0,98
1835,301.0,96
1836,328.0,87
1837,328.0,101
1838,335.0,106
1839,466.0,103
1840,445.0,105
1841,500.0,109
1842,500.0,99
1843,500.0,136
1844,80.0,109
1845,500.0,107
1846,500.0,105
1847,500.0,106
1848,500.0,105
1849,500.0,109
1850,500.0,102
1851,500.0,100
1852,157.0,108
1853,157.0,109
1854,500.0,114
1855,143.0,112
1856,500.0,104
1857,500.0,110
1858,500.0,110
1859,500.0,107
1860,500.0,106
1861,500.0,113
1862,500.0,130
1863,500.0,130
1864,34.0,123
1865,12.0,122
1866,500.0,122
1867,214.0,127
1868,86.0,150
1869,500.0,139
1870,500.0,121
1871,317.0,138
1872,112.0,136
1873,245.0,137
1874,274.0,138
1875,190.0,143
1876,158.0,141
1877,132.0,14
1878,107.0,158
1879,167.0,80
1880,139.0,111
1881,139.0,145
1882,127.0,501
1883,169.0,501
1884,146.0,13
1885,146.0,138
1886,143.0,15
1887,154.0,96
1888,106.0,148
1889,146.0,121
1890,154.0,134
1891,500.0,120
1892,500.0,132
1893,168.0,133
1894,151.0,155
1895,500.0,163
1896,500.0,162
1897,182.0,193
1898,500.0,209
1899,230.0,223
1900,141.0,501
1901,410.0,162
1902,157.0,172
1903,157.0,212
1904,156.0,501
1905,159.0,277
1906,267.0,216
1907,229.0,501
1908,162.0,330
1909,211.0,258
1910,261.0,262
1911,115.0,249
1912,138.0,208
1913,119.0,214
1914,119.0,201
1915,129.0,202
1916,125.0,205
1917,102.0,193
1918,13.0,213
1919,104.0,204
1920,105.0,256
1921,102.0,245
1922,103.0,220
1923,101.0,227
1924,103.0,242
1925,103.0,259
1926,107.0,295
1927,108.0,387
1928,106.0,501
1929,117.0,501
1930,109.0,501
1931,106.0,340
1932,109.0,501
1933,93.0,315
1934,101.0,501
1935,94.0,501
1936,94.0,501
1937,103.0,501
1938,111.0,501
1939,98.0,501
1940,107.0,501
1941,103.0,501
1942,99.0,501
1943,99.0,270
1944,103.0,501
1945,99.0,501
1946,95.0,501
1947,95.0,501
1948,109.0,142
1949,94.0,501
1950,98.0,501
1951,95.0,82
1952,100.0,501
1953,89.0,501
1954,93.0,501
1955,98.0,501
1956,93.0,499
1957,92.0,501
1958,92.0,501
1959,89.0,501
1960,93.0,501
1961,64.0,501
1962,101.0,501
1963,97.0,58
1964,87.0,501
1965,91.0,501
1966,88.0,501
1967,93.0,501
1968,89.0,388
1969,89.0,104
1970,94.0,73
1971,91.0,79
1972,49.0,129
1973,96.0,13
1974,92.0,20
1975,50.0,70
1976,47.0,14
1977,59.0,122
1978,114.0,128
1979,55.0,80
1980,55.0,117
1981,141.0,95
1982,114.0,96
1983,27.0,88
1984,44.0,167
1985,29.0,107
1986,62.0,107
1987,25.0,103
1988,36.0,13
1989,40.0,188
1990,93.0,86
1991,93.0,158
1992,21.0,501
1993,18.0,501
1994,15.0,501
1995,14.0,501
1996,29.0,501
1997,21.0,501
1998,19.0,501
1999,118.0,501
2000,123.0,501
