episode,reward,length,epsilon,lr,eval_reward
1,15.0,16,0.995,0.03,
2,11.0,12,0.990025,0.03,
3,13.0,14,0.985074875,0.03,
4,15.0,16,0.9801495006250001,0.03,
5,16.0,17,0.9752487531218751,0.03,
6,12.0,13,0.9703725093562657,0.03,
7,7.0,8,0.9655206468094844,0.03,
8,8.0,9,0.960693043575437,0.03,
9,10.0,11,0.9558895783575597,0.03,
10,19.0,20,0.9511101304657719,0.03,
11,30.0,31,0.946354579813443,0.03,
12,14.0,15,0.9416228069143757,0.03,
13,33.0,34,0.9369146928798039,0.03,
14,26.0,27,0.9322301194154049,0.03,
15,12.0,13,0.9275689688183278,0.03,
16,10.0,11,0.9229311239742362,0.03,
17,24.0,25,0.918316468354365,0.03,
18,15.0,16,0.9137248860125932,0.03,
19,10.0,11,0.9091562615825302,0.03,
20,81.0,82,0.9046104802746175,0.03,23.4
21,14.0,15,0.9000874278732445,0.03,
22,32.0,33,0.8955869907338783,0.03,
23,13.0,14,0.8911090557802088,0.03,
24,10.0,11,0.8866535105013078,0.03,
25,26.0,27,0.8822202429488013,0.03,
26,39.0,40,0.8778091417340573,0.03,
27,20.0,21,0.8734200960253871,0.03,
28,20.0,21,0.8690529955452602,0.03,
29,14.0,15,0.8647077305675338,0.03,
30,17.0,18,0.8603841919146962,0.03,
31,45.0,46,0.8560822709551227,0.03,
32,81.0,82,0.851801859600347,0.03,
33,39.0,40,0.8475428503023453,0.03,
34,11.0,12,0.8433051360508336,0.03,
35,35.0,36,0.8390886103705794,0.03,
36,8.0,9,0.8348931673187264,0.03,
37,35.0,36,0.8307187014821328,0.03,
38,70.0,71,0.8265651079747222,0.03,
39,16.0,17,0.8224322824348486,0.03,
40,13.0,14,0.8183201210226743,0.03,26.0
41,14.0,15,0.8142285204175609,0.03,
42,19.0,20,0.810157377815473,0.03,
43,14.0,15,0.8061065909263957,0.03,
44,12.0,13,0.8020760579717637,0.03,
45,25.0,26,0.798065677681905,0.03,
46,48.0,49,0.7940753492934954,0.03,
47,35.0,36,0.7901049725470279,0.03,
48,16.0,17,0.7861544476842928,0.03,
49,40.0,41,0.7822236754458713,0.03,
50,38.0,39,0.778312557068642,0.03,
51,20.0,21,0.7744209942832988,0.03,
52,18.0,19,0.7705488893118823,0.03,
53,22.0,23,0.7666961448653229,0.03,
54,25.0,26,0.7628626641409962,0.03,
55,9.0,10,0.7590483508202912,0.03,
56,30.0,31,0.7552531090661897,0.03,
57,27.0,28,0.7514768435208588,0.03,
58,25.0,26,0.7477194593032545,0.03,
59,43.0,44,0.7439808620067382,0.03,
60,13.0,14,0.7402609576967045,0.03,31.9
61,25.0,26,0.736559652908221,0.03,
62,28.0,29,0.7328768546436799,0.03,
63,20.0,21,0.7292124703704616,0.03,
64,28.0,29,0.7255664080186093,0.03,
65,26.0,27,0.7219385759785162,0.03,
66,18.0,19,0.7183288830986236,0.03,
67,46.0,47,0.7147372386831305,0.03,
68,27.0,28,0.7111635524897149,0.03,
69,11.0,12,0.7076077347272662,0.03,
70,31.0,32,0.7040696960536299,0.03,
71,11.0,12,0.7005493475733617,0.03,
72,36.0,37,0.697046600835495,0.03,
73,16.0,17,0.6935613678313175,0.03,
74,8.0,9,0.6900935609921609,0.03,
75,50.0,51,0.6866430931872001,0.03,
76,15.0,16,0.6832098777212641,0.03,
77,48.0,49,0.6797938283326578,0.03,
78,13.0,14,0.6763948591909945,0.03,
79,12.0,13,0.6730128848950395,0.03,
80,9.0,10,0.6696478204705644,0.03,36.4
81,10.0,11,0.6662995813682115,0.03,
82,22.0,23,0.6629680834613705,0.03,
83,10.0,11,0.6596532430440636,0.03,
84,16.0,17,0.6563549768288433,0.03,
85,35.0,36,0.653073201944699,0.03,
86,30.0,31,0.6498078359349755,0.03,
87,35.0,36,0.6465587967553006,0.03,
88,42.0,43,0.6433260027715241,0.03,
89,28.0,29,0.6401093727576664,0.03,
90,47.0,48,0.6369088258938781,0.03,
91,16.0,17,0.6337242817644086,0.03,
92,26.0,27,0.6305556603555866,0.03,
93,29.0,30,0.6274028820538087,0.03,
94,56.0,57,0.6242658676435396,0.03,
95,15.0,16,0.6211445383053219,0.03,
96,13.0,14,0.6180388156137953,0.03,
97,22.0,23,0.6149486215357263,0.03,
98,17.0,18,0.6118738784280476,0.03,
99,26.0,27,0.6088145090359074,0.03,
100,15.0,16,0.6057704364907278,0.03,28.5
101,16.0,17,0.6027415843082742,0.03,
102,60.0,61,0.5997278763867329,0.03,
103,86.0,87,0.5967292370047992,0.03,
104,16.0,17,0.5937455908197752,0.03,
105,9.0,10,0.5907768628656763,0.03,
106,20.0,21,0.5878229785513479,0.03,
107,46.0,47,0.5848838636585911,0.03,
108,31.0,32,0.5819594443402982,0.03,
109,28.0,29,0.5790496471185967,0.03,
110,34.0,35,0.5761543988830038,0.03,
111,48.0,49,0.5732736268885887,0.03,
112,37.0,38,0.5704072587541458,0.03,
113,22.0,23,0.567555222460375,0.03,
114,38.0,39,0.5647174463480732,0.03,
115,34.0,35,0.5618938591163328,0.03,
116,19.0,20,0.5590843898207511,0.03,
117,9.0,10,0.5562889678716474,0.03,
118,54.0,55,0.5535075230322891,0.03,
119,112.0,113,0.5507399854171277,0.03,
120,15.0,16,0.547986285490042,0.03,36.8
121,35.0,36,0.5452463540625918,0.03,
122,15.0,16,0.5425201222922789,0.03,
123,63.0,64,0.5398075216808175,0.03,
124,10.0,11,0.5371084840724134,0.03,
125,9.0,10,0.5344229416520513,0.03,
126,24.0,25,0.531750826943791,0.03,
127,28.0,29,0.5290920728090721,0.03,
128,25.0,26,0.5264466124450268,0.03,
129,37.0,38,0.5238143793828016,0.03,
130,63.0,64,0.5211953074858876,0.03,
131,10.0,11,0.5185893309484582,0.03,
132,55.0,56,0.5159963842937159,0.03,
133,47.0,48,0.5134164023722473,0.03,
134,63.0,64,0.510849320360386,0.03,
135,60.0,61,0.5082950737585841,0.03,
136,84.0,85,0.5057535983897912,0.03,
137,67.0,68,0.5032248303978422,0.03,
138,74.0,75,0.500708706245853,0.03,
139,30.0,31,0.4982051627146237,0.03,
140,40.0,41,0.49571413690105054,0.03,55.3
141,27.0,28,0.4932355662165453,0.03,
142,28.0,29,0.4907693883854626,0.03,
143,40.0,41,0.4883155414435353,0.03,
144,29.0,30,0.4858739637363176,0.03,
145,10.0,11,0.483444593917636,0.03,
146,43.0,44,0.4810273709480478,0.03,
147,30.0,31,0.47862223409330756,0.03,
148,17.0,18,0.47622912292284103,0.03,
149,23.0,24,0.4738479773082268,0.03,
150,53.0,54,0.47147873742168567,0.03,
151,67.0,68,0.46912134373457726,0.03,
152,24.0,25,0.46677573701590436,0.03,
153,25.0,26,0.46444185833082485,0.03,
154,46.0,47,0.46211964903917074,0.03,
155,50.0,51,0.4598090507939749,0.03,
156,33.0,34,0.457510005540005,0.03,
157,43.0,44,0.45522245551230495,0.03,
158,28.0,29,0.4529463432347434,0.03,
159,16.0,17,0.4506816115185697,0.03,
160,200.0,201,0.4484282034609769,0.03,54.4
161,94.0,95,0.446186062443672,0.03,
162,37.0,38,0.4439551321314536,0.03,
163,24.0,25,0.4417353564707963,0.03,
164,92.0,93,0.43952667968844233,0.03,
165,33.0,34,0.43732904629000013,0.03,
166,62.0,63,0.4351424010585501,0.03,
167,21.0,22,0.43296668905325736,0.03,
168,24.0,25,0.43080185560799106,0.03,
169,86.0,87,0.4286478463299511,0.03,
170,81.0,82,0.42650460709830135,0.03,
171,46.0,47,0.42437208406280985,0.03,
172,38.0,39,0.4222502236424958,0.03,
173,41.0,42,0.42013897252428334,0.03,
174,46.0,47,0.4180382776616619,0.03,
175,128.0,129,0.4159480862733536,0.03,
176,110.0,111,0.41386834584198684,0.03,
177,55.0,56,0.4117990041127769,0.03,
178,20.0,21,0.40974000909221303,0.03,
179,23.0,24,0.40769130904675194,0.03,
180,35.0,36,0.40565285250151817,0.03,43.5
181,18.0,19,0.4036245882390106,0.03,
182,26.0,27,0.4016064652978155,0.03,
183,73.0,74,0.3995984329713264,0.03,
184,40.0,41,0.3976004408064698,0.03,
185,30.0,31,0.39561243860243744,0.03,
186,40.0,41,0.3936343764094253,0.03,
187,19.0,20,0.39166620452737816,0.03,
188,29.0,30,0.3897078735047413,0.03,
189,49.0,50,0.3877593341372176,0.03,
190,25.0,26,0.3858205374665315,0.03,
191,43.0,44,0.38389143477919885,0.03,
192,146.0,147,0.3819719776053028,0.03,
193,33.0,34,0.3800621177172763,0.03,
194,82.0,83,0.37816180712868996,0.03,
195,71.0,72,0.37627099809304654,0.03,
196,39.0,40,0.3743896431025813,0.03,
197,26.0,27,0.37251769488706843,0.03,
198,48.0,49,0.3706551064126331,0.03,
199,122.0,123,0.36880183088056995,0.03,
200,42.0,43,0.3669578217261671,0.03,50.2
201,31.0,32,0.36512303261753626,0.03,
202,19.0,20,0.3632974174544486,0.03,
203,38.0,39,0.3614809303671764,0.03,
204,39.0,40,0.3596735257153405,0.03,
205,32.0,33,0.3578751580867638,0.03,
206,10.0,11,0.35608578229633,0.03,
207,65.0,66,0.3543053533848483,0.03,
208,34.0,35,0.35253382661792404,0.03,
209,21.0,22,0.3507711574848344,0.03,
210,35.0,36,0.34901730169741024,0.03,
211,30.0,31,0.3472722151889232,0.03,
212,21.0,22,0.3455358541129786,0.03,
213,9.0,10,0.3438081748424137,0.03,
214,42.0,43,0.3420891339682016,0.03,
215,35.0,36,0.3403786882983606,0.03,
216,22.0,23,0.3386767948568688,0.03,
217,41.0,42,0.33698341088258443,0.03,
218,42.0,43,0.3352984938281715,0.03,
219,21.0,22,0.33362200135903064,0.03,
220,124.0,125,0.33195389135223546,0.03,34.8
221,99.0,100,0.3302941218954743,0.03,
222,70.0,71,0.32864265128599696,0.03,
223,56.0,57,0.326999438029567,0.03,
224,81.0,82,0.3253644408394192,0.03,
225,24.0,25,0.3237376186352221,0.03,
226,123.0,124,0.322118930542046,0.03,
227,44.0,45,0.32050833588933575,0.03,
228,98.0,99,0.31890579420988907,0.03,
229,88.0,89,0.3173112652388396,0.03,
230,40.0,41,0.3157247089126454,0.03,
231,70.0,71,0.3141460853680822,0.03,
232,30.0,31,0.3125753549412418,0.03,
233,54.0,55,0.31101247816653554,0.03,
234,40.0,41,0.30945741577570285,0.03,
235,62.0,63,0.3079101286968243,0.03,
236,16.0,17,0.3063705780533402,0.03,
237,31.0,32,0.30483872516307353,0.03,
238,74.0,75,0.3033145315372582,0.03,
239,30.0,31,0.3017979588795719,0.03,
240,51.0,52,0.30028896908517405,0.03,48.2
241,38.0,39,0.2987875242397482,0.03,
242,112.0,113,0.29729358661854943,0.03,
243,74.0,75,0.29580711868545667,0.03,
244,30.0,31,0.2943280830920294,0.03,
245,14.0,15,0.29285644267656924,0.03,
246,11.0,12,0.2913921604631864,0.03,
247,30.0,31,0.28993519966087045,0.03,
248,97.0,98,0.2884855236625661,0.03,
249,92.0,93,0.28704309604425327,0.03,
250,52.0,53,0.285607880564032,0.03,
251,20.0,21,0.28417984116121187,0.03,
252,29.0,30,0.2827589419554058,0.03,
253,72.0,73,0.28134514724562876,0.03,
254,46.0,47,0.2799384215094006,0.03,
255,142.0,143,0.27853872940185365,0.03,
256,11.0,12,0.27714603575484437,0.03,
257,9.0,10,0.2757603055760701,0.03,
258,37.0,38,0.2743815040481898,0.03,
259,48.0,49,0.2730095965279488,0.03,
260,73.0,74,0.27164454854530906,0.03,80.3
261,45.0,46,0.2702863258025825,0.03,
262,21.0,22,0.2689348941735696,0.03,
263,29.0,30,0.26759021970270175,0.03,
264,25.0,26,0.2662522686041882,0.03,
265,27.0,28,0.2649210072611673,0.03,
266,34.0,35,0.26359640222486147,0.03,
267,33.0,34,0.26227842021373715,0.03,
268,59.0,60,0.2609670281126685,0.03,
269,23.0,24,0.25966219297210513,0.03,
270,28.0,29,0.2583638820072446,0.03,
271,40.0,41,0.2570720625972084,0.03,
272,38.0,39,0.25578670228422234,0.03,
