episode,reward,length,epsilon,lr,eval_reward
1,32.0,33,1.0,0.03,
2,23.0,24,0.9614057956810849,0.03,
3,9.0,10,0.9243011039691799,0.03,
4,30.0,31,0.8886284383103945,0.03,
5,16.0,17,0.8543325307986447,0.03,
6,25.0,26,0.821360246548706,0.03,
7,70.0,71,0.7896605013739707,0.03,
8,10.0,11,0.7591841826413667,0.03,
9,23.0,24,0.7298840731808172,0.03,
10,33.0,34,0.7017147781313547,0.03,
11,25.0,26,0.674632654610551,0.03,
12,15.0,16,0.6485957440982992,0.03,
13,56.0,57,0.6235637074301906,0.03,
14,39.0,40,0.5994977622997696,0.03,
15,23.0,24,0.5763606231728399,0.03,
16,36.0,37,0.5541164435207301,0.03,
17,21.0,22,0.5327307602830205,0.03,
18,17.0,18,0.5121704404736865,0.03,
19,129.0,130,0.49240362984793634,0.03,
20,25.0,26,0.4733997035502096,0.03,40.8
21,17.0,18,0.45512921866687894,0.03,
22,27.0,28,0.43756386861014124,0.03,
23,17.0,18,0.4206764392624265,0.03,
24,67.0,68,0.4044407668133787,0.03,
25,40.0,41,0.38883169722408445,0.03,
26,17.0,18,0.3738250472557476,0.03,
27,26.0,27,0.3593975670024312,0.03,
28,71.0,72,0.3455269038698184,0.03,
29,25.0,26,0.3321915679441845,0.03,
30,104.0,105,0.31937089869792584,0.03,
31,10.0,11,0.3070450329800625,0.03,
32,57.0,58,0.29519487424212193,0.03,
33,85.0,86,0.283802062951725,0.03,
34,97.0,98,0.2728489481480365,0.03,
35,90.0,91,0.2623185600950101,0.03,
36,43.0,44,0.2521945839900597,0.03,
37,70.0,71,0.2424613346874235,0.03,
38,9.0,10,0.23310373239706023,0.03,
39,27.0,28,0.22410727932142638,0.03,
40,151.0,152,0.21545803719393905,0.03,48.6
41,34.0,35,0.20714260568432374,0.03,
42,27.0,28,0.19914810163739047,0.03,
43,80.0,81,0.19146213911307294,0.03,
44,14.0,15,0.18407281019680646,0.03,
45,146.0,147,0.17696866655051402,0.03,
46,77.0,78,0.1701387016756175,0.03,
47,103.0,104,0.16357233386059378,0.03,
48,44.0,45,0.1572593897866562,0.03,
49,87.0,88,0.15119008876616208,0.03,
50,120.0,121,0.1453550275893259,0.03,
51,89.0,90,0.1397451659557619,0.03,
52,17.0,18,0.1343518124682845,0.03,
53,20.0,21,0.12916661116726696,0.03,
54,69.0,70,0.1241815285846956,0.03,
55,20.0,21,0.11938884129786266,0.03,
56,15.0,16,0.11478112396341442,0.03,
57,10.0,11,0.11035123781321568,0.03,
58,12.0,13,0.10609231959420724,0.03,
59,8.0,9,0.10199777093512076,0.03,
60,36.0,37,0.0980612481235768,0.03,59.8
61,9.0,10,0.09427665227772765,0.03,
62,104.0,105,0.0906381198972177,0.03,
63,58.0,59,0.08714001377882216,0.03,
64,17.0,18,0.08377691428268921,0.03,
65,9.0,10,0.08054361093565486,0.03,
66,117.0,118,0.07743509435862099,0.03,
67,79.0,80,0.0744465485054899,0.03,
68,81.0,82,0.071573343201631,0.03,
69,38.0,39,0.06881102697031942,0.03,
70,78.0,79,0.06615532013603254,0.03,
71,224.0,225,0.06360210819391926,0.03,
72,39.0,40,0.061147435435169394,0.03,
73,45.0,46,0.058787498818406794,0.03,
