episode,reward,length,epsilon,lr,eval_reward
1,28.0,29,0.9872255041891695,0.07796485109435373,
2,17.0,18,0.97461419612156,0.07796485109435373,
3,17.0,18,0.9621639911560292,0.07796485109435373,
4,12.0,13,0.9498728312816747,0.07796485109435373,
5,24.0,25,0.9377386847776452,0.07796485109435373,
6,18.0,19,0.9257595458772995,0.07796485109435373,
7,36.0,37,0.9139334344366536,0.07796485109435373,
8,25.0,26,0.9022583956070648,0.07796485109435373,
9,14.0,15,0.8907324995120958,0.07796485109435373,
10,17.0,18,0.879353840928508,0.07796485109435373,
11,13.0,14,0.8681205389713291,0.07796485109435373,
12,12.0,13,0.8570307367829441,0.07796485109435373,
13,24.0,25,0.8460826012261574,0.07796485109435373,
14,67.0,68,0.8352743225811773,0.07796485109435373,
15,15.0,16,0.8246041142464698,0.07796485109435373,
16,19.0,20,0.8140702124434348,0.07796485109435373,
17,17.0,18,0.8036708759248543,0.07796485109435373,
18,48.0,49,0.7934043856870658,0.07796485109435373,
19,30.0,31,0.7832690446858119,0.07796485109435373,
20,28.0,29,0.7732631775557198,0.07796485109435373,18.9
21,28.0,29,0.7633851303333649,0.07796485109435373,
22,8.0,9,0.753633270183871,0.07796485109435373,
23,18.0,19,0.7440059851310047,0.07796485109435373,
24,22.0,23,0.7345016837907159,0.07796485109435373,
25,17.0,18,0.7251187951080835,0.07796485109435373,
26,19.0,20,0.7158557680976209,0.07796485109435373,
27,20.0,21,0.7067110715868989,0.07796485109435373,
28,22.0,23,0.6976831939634446,0.07796485109435373,
29,17.0,18,0.6887706429248718,0.07796485109435373,
30,14.0,15,0.679971945232205,0.07796485109435373,
31,21.0,22,0.671285646466354,0.07796485109435373,
32,18.0,19,0.6627103107876989,0.07796485109435373,
33,11.0,12,0.6542445206987473,0.07796485109435373,
34,37.0,38,0.6458868768098224,0.07796485109435373,
35,13.0,14,0.6376359976077449,0.07796485109435373,
36,37.0,38,0.6294905192274701,0.07796485109435373,
37,25.0,26,0.6214490952266413,0.07796485109435373,
38,41.0,42,0.6135103963630242,0.07796485109435373,
39,16.0,17,0.6056731103747838,0.07796485109435373,
40,33.0,34,0.5979359417635685,0.07796485109435373,23.6
41,35.0,36,0.5902976115803648,0.07796485109435373,
42,26.0,27,0.5827568572140882,0.07796485109435373,
43,11.0,12,0.5753124321828741,0.07796485109435373,
44,23.0,24,0.5679631059280353,0.07796485109435373,
45,33.0,34,0.5607076636106514,0.07796485109435373,
46,46.0,47,0.5535449059107566,0.07796485109435373,
47,42.0,43,0.5464736488290931,0.07796485109435373,
48,24.0,25,0.5394927234913967,0.07796485109435373,
49,33.0,34,0.5326009759551823,0.07796485109435373,
50,63.0,64,0.5257972670189986,0.07796485109435373,
51,21.0,22,0.5190804720341183,0.07796485109435373,
52,19.0,20,0.5124494807186346,0.07796485109435373,
53,37.0,38,0.5059031969739322,0.07796485109435373,
54,80.0,81,0.4994405387035029,0.07796485109435373,
55,31.0,32,0.4930604376340761,0.07796485109435373,
56,26.0,27,0.48676183913903337,0.07796485109435373,
57,72.0,73,0.48054370206407965,0.07796485109435373,
58,40.0,41,0.4744049985551411,0.07796485109435373,
59,26.0,27,0.46834471388846144,0.07796485109435373,
60,39.0,40,0.4623618463028687,0.07796485109435373,40.7
61,23.0,24,0.45645540683418484,0.07796485109435373,
62,70.0,71,0.4506244191517506,0.07796485109435373,
63,41.0,42,0.4448679193970387,0.07796485109435373,
64,30.0,31,0.43918495602432833,0.07796485109435373,
65,17.0,18,0.4335745896434158,0.07796485109435373,
66,21.0,22,0.4280358928643334,0.07796485109435373,
67,24.0,25,0.4225679501440529,0.07796485109435373,
68,49.0,50,0.41716985763514647,0.07796485109435373,
69,20.0,21,0.41184072303638153,0.07796485109435373,
70,82.0,83,0.4065796654452239,0.07796485109435373,
71,35.0,36,0.40138581521222505,0.07796485109435373,
72,57.0,58,0.3962583137972697,0.07796485109435373,
73,49.0,50,0.3911963136276598,0.07796485109435373,
74,74.0,75,0.3861989779580109,0.07796485109435373,
75,23.0,24,0.3812654807319393,0.07796485109435373,
76,8.0,9,0.3763950064455149,0.07796485109435373,
77,17.0,18,0.37158675001245917,0.07796485109435373,
78,17.0,18,0.3668399166310649,0.07796485109435373,
79,34.0,35,0.36215372165281595,0.07796485109435373,
80,28.0,29,0.3575273904526854,0.07796485109435373,41.1
81,22.0,23,0.3529601583010904,0.07796485109435373,
82,26.0,27,0.34845127023748307,0.07796485109435373,
83,28.0,29,0.3439999809455558,0.07796485109435373,
84,30.0,31,0.33960555463004105,0.07796485109435373,
85,28.0,29,0.33526726489508485,0.07796485109435373,
86,25.0,26,0.330984394624174,0.07796485109435373,
87,9.0,10,0.32675623586159724,0.07796485109435373,
88,42.0,43,0.3225820896954205,0.07796485109435373,
89,35.0,36,0.3184612661419574,0.07796485109435373,
90,13.0,14,0.31439308403171523,0.07796485109435373,
91,28.0,29,0.310376870896798,0.07796485109435373,
92,53.0,54,0.3064119628597482,0.07796485109435373,
93,44.0,45,0.30249770452380803,0.07796485109435373,
94,15.0,16,0.2986334488645828,0.07796485109435373,
95,33.0,34,0.29481855712308835,0.07796485109435373,
96,89.0,90,0.29105239870016436,0.07796485109435373,
97,10.0,11,0.287334351052237,0.07796485109435373,
98,22.0,23,0.2836637995884125,0.07796485109435373,
99,9.0,10,0.28004013756888607,0.07796485109435373,
100,27.0,28,0.276462766004648,0.07796485109435373,37.8
101,9.0,10,0.272931093558471,0.07796485109435373,
102,22.0,23,0.26944453644716293,0.07796485109435373,
103,75.0,76,0.2660025183450675,0.07796485109435373,
104,26.0,27,0.2626044702887981,0.07796485109435373,
105,15.0,16,0.25924983058318846,0.07796485109435373,
106,47.0,48,0.255938044708445,0.07796485109435373,
107,10.0,11,0.25266856522848485,0.07796485109435373,
108,56.0,57,0.24944085170044503,0.07796485109435373,
109,82.0,83,0.24625437058534771,0.07796485109435373,
110,114.0,115,0.2431085951599065,0.07796485109435373,
111,9.0,10,0.24000300542945938,0.07796485109435373,
112,78.0,79,0.23693708804201402,0.07796485109435373,
113,15.0,16,0.23391033620339094,0.07796485109435373,
114,7.0,8,0.23092224959345078,0.07796485109435373,
115,19.0,20,0.2279723342833917,0.07796485109435373,
116,35.0,36,0.22506010265410328,0.07796485109435373,
117,19.0,20,0.22218507331556336,0.07796485109435373,
118,45.0,46,0.21934677102726463,0.07796485109435373,
119,54.0,55,0.21654472661965765,0.07796485109435373,
120,41.0,42,0.2137784769165974,0.07796485109435373,45.3
121,13.0,14,0.2110475646587806,0.07796485109435373,
122,28.0,29,0.20835153842816104,0.07796485109435373,
123,15.0,16,0.20568995257333042,0.07796485109435373,
124,31.0,32,0.2030623671358525,0.07796485109435373,
125,42.0,43,0.20046834777753822,0.07796485109435373,
126,11.0,12,0.19790746570864995,0.07796485109435373,
127,11.0,12,0.19537929761702272,0.07796485109435373,
128,13.0,14,0.19288342559809107,0.07796485109435373,
129,43.0,44,0.19041943708580963,0.07796485109435373,
130,41.0,42,0.18798692478445628,0.07796485109435373,
131,11.0,12,0.18558548660130633,0.07796485109435373,
132,17.0,18,0.18321472558016702,0.07796485109435373,
133,17.0,18,0.18087424983576073,0.07796485109435373,
134,99.0,100,0.1785636724889467,0.07796485109435373,
135,103.0,104,0.17628261160277015,0.07796485109435373,
136,61.0,62,0.1740306901193283,0.07796485109435373,
137,48.0,49,0.171807535797443,0.07796485109435373,
138,11.0,12,0.16961278115112946,0.07796485109435373,
139,58.0,59,0.16744606338885104,0.07796485109435373,
140,24.0,25,0.1653070243535501,0.07796485109435373,44.2
141,67.0,68,0.16319531046344482,0.07796485109435373,
142,13.0,14,0.16111057265358236,0.07796485109435373,
143,21.0,22,0.15905246631813869,0.07796485109435373,
144,69.0,70,0.15702065125345538,0.07796485109435373,
145,83.0,84,0.15501479160180423,0.07796485109435373,
146,30.0,31,0.15303455579587022,0.07796485109435373,
