Episode,Reward,Length
1639,94.0,98
1640,95.0,98
1641,99.0,98
1642,96.0,99
1643,99.0,97
1644,98.0,104
1645,102.0,98
1646,103.0,99
1647,102.0,104
1648,101.0,105
1649,104.0,106
1650,104.0,99
1651,106.0,102
1652,100.0,106
1653,101.0,100
1654,102.0,106
1655,102.0,100
1656,100.0,99
1657,13.0,106
1658,106.0,101
1659,102.0,102
1660,104.0,102
1661,104.0,103
1662,106.0,105
1663,103.0,111
1664,101.0,99
1665,105.0,106
1666,107.0,101
1667,105.0,97
1668,105.0,96
1669,99.0,97
1670,103.0,102
1671,104.0,98
1672,104.0,103
1673,103.0,99
1674,107.0,98
1675,102.0,92
1676,107.0,97
1677,101.0,103
1678,102.0,100
1679,104.0,96
1680,107.0,98
1681,107.0,96
1682,99.0,98
1683,99.0,98
1684,101.0,99
1685,101.0,98
1686,98.0,27
1687,99.0,27
1688,102.0,22
1689,108.0,30
1690,102.0,95
1691,98.0,98
1692,101.0,94
1693,99.0,29
1694,99.0,90
1695,104.0,98
1696,94.0,92
1697,105.0,29
1698,95.0,35
1699,99.0,99
1700,95.0,23
1701,100.0,124
1702,95.0,117
1703,93.0,117
1704,92.0,111
1705,92.0,104
1706,97.0,112
1707,96.0,97
1708,100.0,103
1709,97.0,103
1710,97.0,81
1711,97.0,90
1712,100.0,93
1713,99.0,109
1714,95.0,108
1715,100.0,115
1716,100.0,111
1717,100.0,85
1718,97.0,121
1719,98.0,109
1720,97.0,112
1721,92.0,111
1722,97.0,106
1723,94.0,109
1724,101.0,110
1725,93.0,101
1726,101.0,103
1727,101.0,108
1728,99.0,109
1729,103.0,98
1730,100.0,107
1731,107.0,102
1732,98.0,102
1733,107.0,102
1734,103.0,101
1735,106.0,105
1736,105.0,106
1737,107.0,116
1738,107.0,91
1739,113.0,86
1740,112.0,82
1741,102.0,104
1742,138.0,91
1743,100.0,89
1744,97.0,110
1745,93.0,106
1746,102.0,104
1747,99.0,95
1748,99.0,109
1749,99.0,106
1750,90.0,104
1751,93.0,103
1752,94.0,103
1753,94.0,108
1754,95.0,87
1755,95.0,87
1756,95.0,83
1757,93.0,89
1758,85.0,88
1759,95.0,84
1760,95.0,87
1761,90.0,93
1762,91.0,94
1763,94.0,87
1764,86.0,92
1765,90.0,92
1766,96.0,93
1767,92.0,90
1768,99.0,94
1769,96.0,100
1770,95.0,92
1771,95.0,92
1772,92.0,100
1773,100.0,103
1774,99.0,89
1775,94.0,86
1776,94.0,97
1777,97.0,92
1778,100.0,100
1779,98.0,96
1780,104.0,100
1781,99.0,84
1782,99.0,103
1783,101.0,106
1784,98.0,104
1785,95.0,109
1786,97.0,110
1787,94.0,107
1788,91.0,107
1789,92.0,102
1790,97.0,105
1791,90.0,107
1792,11.0,94
1793,11.0,93
1794,92.0,96
1795,87.0,93
1796,91.0,110
1797,94.0,97
1798,40.0,101
1799,99.0,91
1800,96.0,93
1801,88.0,89
1802,96.0,108
1803,96.0,101
1804,96.0,95
1805,96.0,101
1806,97.0,103
1807,95.0,108
1808,102.0,98
1809,96.0,93
1810,97.0,109
1811,102.0,111
1812,103.0,107
1813,104.0,104
1814,97.0,100
1815,97.0,109
1816,100.0,106
1817,104.0,105
1818,98.0,101
1819,104.0,111
1820,98.0,111
1821,97.0,104
1822,104.0,103
1823,99.0,101
1824,100.0,19
1825,100.0,19
1826,100.0,16
1827,101.0,22
1828,103.0,19
1829,109.0,109
1830,97.0,19
1831,104.0,21
1832,99.0,19
1833,95.0,22
1834,94.0,19
1835,95.0,19
1836,100.0,17
1837,100.0,99
1838,96.0,16
1839,101.0,15
1840,97.0,18
1841,96.0,20
1842,90.0,15
1843,95.0,20
1844,101.0,18
1845,98.0,15
1846,94.0,22
1847,96.0,23
1848,96.0,16
1849,94.0,19
1850,96.0,20
1851,96.0,18
1852,97.0,17
1853,96.0,19
1854,25.0,16
1855,25.0,22
1856,20.0,144
1857,28.0,106
1858,93.0,109
1859,93.0,109
1860,96.0,108
1861,92.0,118
1862,27.0,105
1863,88.0,109
1864,96.0,110
1865,90.0,104
1866,27.0,107
1867,33.0,108
1868,97.0,108
1869,21.0,108
1870,21.0,103
1871,122.0,111
1872,115.0,111
1873,115.0,106
1874,109.0,112
1875,102.0,109
1876,110.0,112
1877,95.0,114
1878,101.0,110
1879,101.0,109
1880,79.0,115
1881,79.0,113
1882,88.0,110
1883,91.0,15
1884,107.0,112
1885,106.0,111
1886,113.0,110
1887,109.0,117
1888,83.0,110
1889,119.0,114
1890,107.0,118
1891,110.0,114
1892,110.0,118
1893,109.0,117
1894,104.0,115
1895,107.0,122
1896,108.0,120
1897,99.0,111
1898,101.0,114
1899,106.0,116
1900,107.0,117
1901,96.0,119
1902,105.0,121
1903,105.0,124
1904,100.0,116
1905,100.0,118
1906,100.0,120
1907,99.0,125
1908,103.0,124
1909,104.0,120
1910,114.0,128
1911,89.0,119
1912,84.0,125
1913,80.0,123
1914,80.0,122
1915,102.0,125
1916,89.0,125
1917,87.0,123
1918,108.0,119
1919,104.0,122
1920,102.0,123
1921,93.0,123
1922,107.0,121
1923,104.0,132
1924,102.0,124
1925,102.0,121
1926,101.0,123
1927,101.0,133
1928,106.0,129
1929,85.0,129
1930,85.0,132
1931,81.0,127
1932,87.0,133
1933,86.0,129
1934,82.0,131
1935,85.0,132
1936,85.0,135
1937,91.0,129
1938,92.0,140
1939,85.0,135
1940,90.0,131
1941,90.0,129
1942,91.0,137
1943,88.0,135
1944,92.0,134
1945,98.0,138
1946,90.0,131
1947,90.0,125
1948,90.0,133
1949,98.0,155
1950,101.0,28
1951,87.0,152
1952,84.0,151
1953,95.0,158
1954,90.0,163
1955,98.0,158
1956,94.0,153
1957,98.0,165
1958,98.0,159
1959,82.0,151
1960,101.0,160
1961,104.0,155
1962,102.0,177
1963,107.0,164
1964,108.0,161
1965,105.0,170
1966,105.0,168
1967,100.0,182
1968,103.0,158
1969,103.0,154
1970,105.0,152
1971,92.0,145
1972,91.0,148
1973,94.0,152
1974,91.0,158
1975,108.0,161
1976,95.0,158
1977,99.0,154
1978,89.0,158
1979,91.0,159
1980,91.0,156
1981,87.0,152
1982,106.0,176
1983,99.0,177
1984,93.0,182
1985,99.0,193
1986,101.0,193
1987,106.0,208
1988,96.0,215
1989,91.0,203
1990,107.0,223
1991,107.0,240
1992,109.0,321
1993,105.0,428
1994,102.0,127
1995,98.0,142
1996,107.0,501
1997,104.0,324
1998,103.0,124
1999,99.0,501
2000,109.0,501
