episode,reward,length,epsilon,eval_reward
1,42.0,43,0.995,
2,39.0,40,0.990025,
3,37.0,38,0.985074875,
4,29.0,30,0.9801495006250001,
5,34.0,35,0.9752487531218751,
6,32.0,33,0.9703725093562657,
7,43.0,44,0.9655206468094844,
8,55.0,56,0.960693043575437,
9,33.0,34,0.9558895783575597,
10,30.0,31,0.9511101304657719,38.7
11,27.0,28,0.946354579813443,
12,31.0,32,0.9416228069143757,
13,51.0,52,0.9369146928798039,
14,55.0,56,0.9322301194154049,
15,33.0,34,0.9275689688183278,
16,40.0,41,0.9229311239742362,
17,30.0,31,0.918316468354365,
18,47.0,48,0.9137248860125932,
19,47.0,48,0.9091562615825302,
20,70.0,71,0.9046104802746175,35.1
21,32.0,33,0.9000874278732445,
22,49.0,50,0.8955869907338783,
23,34.0,35,0.8911090557802088,
24,36.0,37,0.8866535105013078,
25,41.0,42,0.8822202429488013,
26,43.0,44,0.8778091417340573,
27,34.0,35,0.8734200960253871,
28,76.0,77,0.8690529955452602,
29,43.0,44,0.8647077305675338,
30,27.0,28,0.8603841919146962,36.9
31,30.0,31,0.8560822709551227,
32,47.0,48,0.851801859600347,
33,39.0,40,0.8475428503023453,
34,94.0,95,0.8433051360508336,
35,37.0,38,0.8390886103705794,
36,26.0,27,0.8348931673187264,
37,41.0,42,0.8307187014821328,
38,32.0,33,0.8265651079747222,
39,42.0,43,0.8224322824348486,
40,26.0,27,0.8183201210226743,47.0
41,29.0,30,0.8142285204175609,
42,28.0,29,0.810157377815473,
43,88.0,89,0.8061065909263957,
44,38.0,39,0.8020760579717637,
45,64.0,65,0.798065677681905,
46,26.0,27,0.7940753492934954,
47,49.0,50,0.7901049725470279,
48,31.0,32,0.7861544476842928,
49,42.0,43,0.7822236754458713,
50,42.0,43,0.778312557068642,37.3
51,32.0,33,0.7744209942832988,
52,30.0,31,0.7705488893118823,
53,37.0,38,0.7666961448653229,
54,47.0,48,0.7628626641409962,
55,26.0,27,0.7590483508202912,
56,41.0,42,0.7552531090661897,
57,47.0,48,0.7514768435208588,
58,46.0,47,0.7477194593032545,
59,29.0,30,0.7439808620067382,
60,31.0,32,0.7402609576967045,38.5
61,38.0,39,0.736559652908221,
62,42.0,43,0.7328768546436799,
63,32.0,33,0.7292124703704616,
64,35.0,36,0.7255664080186093,
65,64.0,65,0.7219385759785162,
66,47.0,48,0.7183288830986236,
67,29.0,30,0.7147372386831305,
68,37.0,38,0.7111635524897149,
69,42.0,43,0.7076077347272662,
70,36.0,37,0.7040696960536299,37.9
71,35.0,36,0.7005493475733617,
72,48.0,49,0.697046600835495,
73,29.0,30,0.6935613678313175,
74,40.0,41,0.6900935609921609,
75,27.0,28,0.6866430931872001,
76,35.0,36,0.6832098777212641,
77,37.0,38,0.6797938283326578,
78,31.0,32,0.6763948591909945,
79,31.0,32,0.6730128848950395,
80,33.0,34,0.6696478204705644,35.5
81,25.0,26,0.6662995813682115,
82,32.0,33,0.6629680834613705,
83,31.0,32,0.6596532430440636,
84,37.0,38,0.6563549768288433,
85,49.0,50,0.653073201944699,
86,63.0,64,0.6498078359349755,
87,46.0,47,0.6465587967553006,
88,47.0,48,0.6433260027715241,
89,30.0,31,0.6401093727576664,
90,44.0,45,0.6369088258938781,35.7
91,58.0,59,0.6337242817644086,
92,43.0,44,0.6305556603555866,
93,34.0,35,0.6274028820538087,
94,38.0,39,0.6242658676435396,
95,29.0,30,0.6211445383053219,
96,35.0,36,0.6180388156137953,
97,41.0,42,0.6149486215357263,
98,39.0,40,0.6118738784280476,
99,33.0,34,0.6088145090359074,
100,34.0,35,0.6057704364907278,42.0
101,31.0,32,0.6027415843082742,
102,29.0,30,0.5997278763867329,
103,32.0,33,0.5967292370047992,
104,44.0,45,0.5937455908197752,
105,43.0,44,0.5907768628656763,
106,75.0,76,0.5878229785513479,
107,32.0,33,0.5848838636585911,
108,30.0,31,0.5819594443402982,
109,37.0,38,0.5790496471185967,
110,35.0,36,0.5761543988830038,36.0
111,47.0,48,0.5732736268885887,
112,28.0,29,0.5704072587541458,
113,39.0,40,0.567555222460375,
114,30.0,31,0.5647174463480732,
115,64.0,65,0.5618938591163328,
116,66.0,67,0.5590843898207511,
117,31.0,32,0.5562889678716474,
118,28.0,29,0.5535075230322891,
119,33.0,34,0.5507399854171277,
120,34.0,35,0.547986285490042,39.0
121,30.0,31,0.5452463540625918,
122,35.0,36,0.5425201222922789,
123,31.0,32,0.5398075216808175,
124,32.0,33,0.5371084840724134,
125,32.0,33,0.5344229416520513,
126,46.0,47,0.531750826943791,
127,59.0,60,0.5290920728090721,
128,31.0,32,0.5264466124450268,
129,56.0,57,0.5238143793828016,
130,34.0,35,0.5211953074858876,36.1
131,43.0,44,0.5185893309484582,
132,35.0,36,0.5159963842937159,
133,44.0,45,0.5134164023722473,
134,62.0,63,0.510849320360386,
135,32.0,33,0.5082950737585841,
136,28.0,29,0.5057535983897912,
137,37.0,38,0.5032248303978422,
138,27.0,28,0.500708706245853,
139,81.0,82,0.4982051627146237,
140,32.0,33,0.49571413690105054,42.8
141,49.0,50,0.4932355662165453,
142,54.0,55,0.4907693883854626,
143,35.0,36,0.4883155414435353,
144,87.0,88,0.4858739637363176,
145,53.0,54,0.483444593917636,
146,56.0,57,0.4810273709480478,
147,33.0,34,0.47862223409330756,
148,30.0,31,0.47622912292284103,
149,57.0,58,0.4738479773082268,
150,38.0,39,0.47147873742168567,47.5
151,34.0,35,0.46912134373457726,
152,43.0,44,0.46677573701590436,
153,49.0,50,0.46444185833082485,
154,33.0,34,0.46211964903917074,
155,36.0,37,0.4598090507939749,
156,42.0,43,0.457510005540005,
157,66.0,67,0.45522245551230495,
158,74.0,75,0.4529463432347434,
159,29.0,30,0.4506816115185697,
160,27.0,28,0.4484282034609769,43.6
161,40.0,41,0.446186062443672,
162,26.0,27,0.4439551321314536,
163,24.0,25,0.4417353564707963,
164,35.0,36,0.43952667968844233,
165,33.0,34,0.43732904629000013,
166,39.0,40,0.4351424010585501,
167,28.0,29,0.43296668905325736,
168,37.0,38,0.43080185560799106,
169,36.0,37,0.4286478463299511,
170,37.0,38,0.42650460709830135,40.4
171,36.0,37,0.42437208406280985,
172,57.0,58,0.4222502236424958,
173,37.0,38,0.42013897252428334,
174,77.0,78,0.4180382776616619,
